start_ns,end_ns,latency_ms
3424914197395,3429914456652,5000
3429934660882,3434934900614,5000
3434934968570,3439935199874,5000
3439955394611,3444955975211,5000
3444956138151,3449956390646,5000
3449976596353,3454980224574,5003
3454980299235,3459980613753,5000
3460000812621,3465001099615,5000
3465001176441,3470001449382,5000
3470021624509,3475021923903,5000
3475022032017,3480022333829,5000
3480042508192,3485042774564,5000
3485042845523,3490043115488,5000
3490063290834,3495063619495,5000
3495063712035,3500064377771,5000
3500084642589,3505084944747,5000
3505085025763,3510085294406,5000
3510105468294,3515106150894,5000
3515106308596,3520106800107,5000
3520127275228,3525127547990,5000
3525127621533,3530127868860,5000
3530148047646,3535148321776,5000
3535148400488,3540148666702,5000
3540168844725,3545169530661,5000
3545169701214,3550170337110,5000
3550190655519,3555190911299,5000
3555190986728,3560191325925,5000
3560211749171,3565211975317,5000
3565212064575,3570212370916,5000
3570232577726,3575232840428,5000
3575232916974,3580233195747,5000
3580253374205,3585253714930,5000
3585253848048,3590254213703,5000
3590274552103,3595274870957,5000
3595274954977,3600275282269,5000
3600295505085,3605295781447,5000
3605295862673,3610296291826,5000
3610316516322,3615316776922,5000
3615316842364,3620317143860,5000
3620337309902,3625337583917,5000
3625337658229,3630337917397,5000
3630358055994,3635358329507,5000
3635358408009,3640358690762,5000
3640378914151,3645379245742,5000
3645379336816,3650379754953,5000
3650400023324,3655400679841,5000
3655400892719,3660401347956,5000
3660421594051,3665422041677,5000
3665422197983,3670422579046,5000
3670442847633,3675443164435,5000
3675443258651,3680444038632,5000
3680464311622,3685464718284,5000
3685464878711,3690465216419,5000
3690485415170,3695485844418,5000
3695486044515,3700486650156,5000
3700506853171,3705507243809,5000
3705507390826,3710507685675,5000
3710528147666,3715528451487,5000
3715528532504,3720529412059,5000
3720549716001,3725550491097,5000
3725550702299,3730550995506,5000
3730571485860,3735571890482,5000
3735571984908,3740572430540,5000
3740592895754,3745593685577,5000
3745593804378,3750594564315,5000
3750615340118,3755615907016,5000
3755616175488,3760616688745,5000
3760636947372,3765637282529,5000
3765637422632,3770638240808,5000
3770658521019,3775659227507,5000
3775659388074,3780660136802,5000
3780680674103,3785681484765,5000
3785681693732,3790681989009,5000
3790702602999,3795703063220,5000
3795703261221,3800703699204,5000
3800724071964,3805724401034,5000
3805724483726,3810725151426,5000
3810745392815,3815745694787,5000
3815745782369,3820746535130,5000
3820766804668,3825767294992,5000
3825767435723,3830767744551,5000
3830787947463,3835788254916,5000
3835788348225,3840788685729,5000
3840808858471,3845809250188,5000
3845809352297,3850809643594,5000
3850830145783,3855830487446,5000
3855830578031,3860831308372,5000
3860851638752,3865852129679,5000
3865852317066,3870852619281,5000
3870872850278,3875873629165,5000
3875873837783,3880874477959,5000
3880894779289,3885895172358,5000
3885895315674,3890895590630,5000
3890915766456,3895916187720,5000
3895916293182,3900916746209,5000
3900937061582,3905937473875,5000
3905937609857,3910938214405,5000
3910958835758,3915959226079,5000
3915959329166,3920959946867,5000
3920980224949,3925980996137,5000
3925981257066,3930982097717,5000
3931002622902,3936003275297,5000
3936003522537,3941003951123,5000
3941024517587,3946024825030,5000
3946024921761,3951025241108,5000
3951045429588,3956045864483,5000
3956046055571,3961046605451,5000
3961067280383,3966067587167,5000
3966067664901,3971068141353,5000
3971088457927,3976089286472,5000
3976089437401,3981089831545,5000
3981110123816,3986111064071,5000
3986111250339,3991112064890,5000
3991132452288,3996132744641,5000
3996132846401,4001133522194,5000
4001153790792,4006154415398,5000
4006154576105,4011155266715,5000
4011175593144,4016176195825,5000
4016176332437,4021177039881,5000
4021197520034,4026198319878,5000
4026198500699,4031199351453,5000
4031219685568,4036219995948,5000
4036220101130,4041220376231,5000
4041240564447,4046240943464,5000
4046241113250,4051241428418,5000
4051261892303,4056262238887,5000
4056262339459,4061262970843,5000
4061283617995,4066284294898,5000
4066284448411,4071285293894,5000
4071305805694,4076306505045,5000
4076306720578,4081307206258,5000
4081327824290,4086328569968,5000
4086328722573,4091329483938,5000
4091349802697,4096350267973,5000
4096350392781,4101350692850,5000
4101371173644,4106371799495,5000
4106371965789,4111372665917,5000
4111393254409,4116393890248,5000
4116394072885,4121394690177,5000
4121414945733,4126415260710,5000
4126415361073,4131415658339,5000
4131435830924,4136436144490,5000
4136436238009,4141436555373,5000
4141457068579,4146457395885,5000
4146457494991,4151457930365,5000
4151478301514,4156479169512,5000
4156479380156,4161479678610,5000
4161500368800,4166500791242,5000
4166500919053,4171501238564,5000
4171521482813,4176521934620,5000
4176522106990,4181522442873,5000
4181542646055,4186542922584,5000
4186542995499,4191543612937,5000
4191564252775,4196564561031,5000
4196564641768,4201564938578,5000
4201585503475,4206585838565,5000
4206585935855,4211586385839,5000
4211606680030,4216607500740,5000
4216607678558,4221607976151,5000
4221628533578,4226629104186,5000
4226629249248,4231629887043,5000
4231650509983,4236651370712,5000
4236651583521,4241652520374,5000
4241672823368,4246673324052,5000
4246673435590,4251674100676,5000
4251694773835,4256695437097,5000
4256695564909,4261696519544,5000
4261716839302,4266717418177,5000
4266717569176,4271718372931,5000
4271738844178,4276739428267,5000
4276739604199,4281740065142,5000
4281760618106,4286760976086,5000
4286761118355,4291761540923,5000
4291781716460,4296782044375,5000
4296782120433,4301782569505,5000
4301802902537,4306803220007,5000
4306803301163,4311804099336,5000
4311824387600,4316824685052,5000
4316824771796,4321825401254,5000
4321845720320,4326846376224,5000
4326846526734,4331847227590,5000
4331867859411,4336868321590,5000
4336868498151,4341868801551,5000
4341889040090,4346889662989,5000
4346889774597,4351890311141,5000
4351910779323,4356911411800,5000
4356911566500,4361912241479,5000
4361932484839,4366932907235,5000
4366933090780,4371933893223,5000
4371954241557,4376954656480,5000
4376954766202,4381955294163,5000
4381975599755,4386975925625,5000
4386976057348,4391976580345,5000
4391997077794,4396997604034,5000
4396997753287,4401998317132,5000
4402018654084,4407019320067,5000
4407019479447,4412019772919,5000
4412040042335,4417040662416,5000
4417040824171,4422041112597,5000
4422061304628,4427062112357,5000
4427062320417,4432063066289,5000
4432083627367,4437083922640,5000
4437084012038,4442084375569,5000
4442104847529,4447105511333,5000
4447105648993,4452106055867,5000
4452126627982,4457127084674,5000
4457127256626,4462127706631,5000
4462148255140,4467149061289,5000
4467149226885,4472149855023,5000
4472170257562,4477171080995,5000
4477171268941,4482171562705,5000
4482191747477,4487192215512,5000
4487192366092,4492192941558,5000
4492213340607,4497213777449,5000
4497213940601,4502214686716,5000
4502234934208,4507235228385,5000
4507235324767,4512235625310,5000
4512255870428,4517256520891,5000
4517256735097,4522257067530,5000
4522277441416,4527277741683,5000
4527277823606,4532278472749,5000
4532298991562,4537299513680,5000
4537299627241,4542300309644,5000
4542320941818,4547321391019,5000
4547321543272,4552322378326,5000
4552342675411,4557343115981,5000
4557343279688,4562343705066,5000
4562364083873,4567364394042,5000
4567364510956,4572364968714,5000
4572385618510,4577386547496,5000
4577386716301,4582387513075,5000
4582408128937,4587408536410,5000
4587408644523,4592409192077,5000
4592429783711,4597430395075,5000
4597430598172,4602430891303,5000
4602451083453,4607451873530,5000
4607452134596,4612452798625,5000
4612473054897,4617473363027,5000
4617473472678,4622473880261,5000
4622494473592,4627494784649,5000
4627494884661,4632495723909,5000
4632515902042,4637516296031,5000
4637516395694,4642517434493,5001
4642537993965,4647538347934,5000
4647538421337,4652539332520,5000
4652559793871,4657560428570,5000
4657560588785,4662561453407,5000
4662581718232,4667582016443,5000
4667582102766,4672582386442,5000
4672602567952,4677603396444,5000
4677603589695,4682604258227,5000
4682624765762,4687625266158,5000
4687625417365,4692625769170,5000
4692646564597,4697647397008,5000
4697647567769,4702648097366,5000
4702668673008,4707669383436,5000
4707669559017,4712670074452,5000
4712690989529,4717691555948,5000
4717691721052,4722692448305,5000
4722712731324,4727713369865,5000
4727713559623,4732714179912,5000
4732734735666,4737735187051,5000
4737735348804,4742735770749,5000
4742755997766,4747756625423,5000
4747756777537,4752757528695,5000
4752777910695,4757778348839,5000
4757778532522,4762778950910,5000
4762799205734,4767799854393,5000
4767800050507,4772800687568,5000
4772821269673,4777821773678,5000
4777821881583,4782822165920,5000
4782842331497,4787842805432,5000
4787842947141,4792843254476,5000
4792863791195,4797864155210,5000
4797864306556,4802864606207,5000
4802885108499,4807885568601,5000
4807885701370,4812886108760,5000
4812906614409,4817907412787,5000
4817907615676,4822907915673,5000
4822928122754,4827928567396,5000
4827928719231,4832929519571,5000
4832949803553,4837950220387,5000
4837950327104,4842950912730,5000
4842971173319,4847971471320,5000
4847971556596,4852971856388,5000
4852992314144,4857992707843,5000
4857992827063,4862993215978,5000
4863013509890,4868013952125,5000
4868014142024,4873014435032,5000
4873034656453,4878035491871,5000
4878035647827,4883036239583,5000
4883056855402,4888057665215,5000
4888057876974,4893058663044,5000
4893078940556,4898079367572,5000
4898079513052,4903080277468,5000
4903100568952,4908100865841,5000
4908100948324,4913101491669,5000
4913121806693,4918122221722,5000
4918122362522,4923123100614,5000
4923143624888,4928144471068,5000
4928144667882,4933145497687,5000
4933165849455,4938166306131,5000
4938166471516,4943166785952,5000
4943187077661,4948187801674,5000
4948187957770,4953188727828,5000
4953209033648,4958209434121,5000
4958209560395,4963209859190,5000
4963230064791,4968230378890,5000
4968230480719,4973230731893,5000
4973250894684,4978251707944,5000
4978251918726,4983252235196,5000
4983272756209,4988273400019,5000
4988273569595,4993274075594,5000
4993294590674,4998294887551,5000
4998294970942,5003295247125,5000
5003315526772,5008316196908,5000
5008316355518,5013317166775,5000
5013337473314,5018337802911,5000
5018337919547,5023338328657,5000
5023358980566,5028359652033,5000
5028359857367,5033360549114,5000
5033380912370,5038381706319,5000
5038381889444,5043382438756,5000
5043402669525,5048403199297,5000
5048403283177,5053404185567,5000
5053424788735,5058425250083,5000
5058425411208,5063426448545,5001
5063447057303,5068448050294,5000
5068448262962,5073448702453,5000
5073469056921,5078469629177,5000
5078469839960,5083470635770,5000
5083491284554,5088491725347,5000
5088491869431,5093492394787,5000
5093512599031,5098512913238,5000
5098513037766,5103513328344,5000
5103533655860,5108534168232,5000
5108534324957,5113534770740,5000
5113555385449,5118555686419,5000
5118555776096,5123556401377,5000
5123576745592,5128577386271,5000
5128577549352,5133578395465,5000
5133598667884,5138598982738,5000
5138599095323,5143599377443,5000
5143619550341,5148620073995,5000
5148620259006,5153620666601,5000
5153641072772,5158641865141,5000
5158642066844,5163642645717,5000
5163662866391,5168663298257,5000
5168663396385,5173663899285,5000
5173684424332,5178685256890,5000
5178685469419,5183686134496,5000
5183706646206,5188707510959,5000
5188707710148,5193708366908,5000
5193728892867,5198729524477,5000
5198729686929,5203730364135,5000
5203750749365,5208751405606,5000
5208751614712,5213752282950,5000
5213772597642,5218773624710,5001
5218773775150,5223774290186,5000
5223794765656,5228795228708,5000
5228795331724,5233796171058,5000
5233816452370,5238817302432,5000
5238817506021,5243817887692,5000
5243838356741,5248839204016,5000
5248839405859,5253839930708,5000
5253860165858,5258860704499,5000
5258860869814,5263861180800,5000
5263881631624,5268882413791,5000
5268882597265,5273883436797,5000
5273903699748,5278904291924,5000
5278904443550,5283904878322,5000
5283925159294,5288925488833,5000
5288925583260,5293926181845,5000
5293946773057,5298947082721,5000
5298947177008,5303947989964,5000
5303968267867,5308969119666,5000
5308969282118,5313969719901,5000
5313990200976,5318990837395,5000
5318990990000,5323991267434,5000
5324011836511,5329012633781,5000
5329012798818,5334013097135,5000
5334034096999,5339034716029,5000
5339034870100,5344035367739,5000
5344055583280,5349056272489,5000
5349056460783,5354057029156,5000
5354077608435,5359078362857,5000
5359078521258,5364078907251,5000
5364099289088,5369099920701,5000
5369100121636,5374100760635,5000
5374121353047,5379122184931,5000
5379122357930,5384122793510,5000
5384143066258,5389143382875,5000
5389143488406,5394143784187,5000
5394164064130,5399164705113,5000
5399164856950,5404165381269,5000
5404185818009,5409186503425,5000
5409186659592,5414187498978,5000
5414208059340,5419208432987,5000
5419208577700,5424208917090,5000
5424229199831,5429230067539,5000
5429230240957,5434230538298,5000
5434250731852,5439251079789,5000
5439251179174,5444251477691,5000
5444271933014,5449272510158,5000
5449272675544,5454273444220,5000
5454293911208,5459294660143,5000
5459294852418,5464295229954,5000
5464315445163,5469315718237,5000
5469315791781,5474316102797,5000
5474336346503,5479336869298,5000
5479336995223,5484337238317,5000
5484357440817,5489358116736,5000
5489358275627,5494358838484,5000
5494379401999,5499380242840,5000
5499380435604,5504381107785,5000
5504401414283,5509402307314,5000
5509402464738,5514403341013,5000
5514423692909,5519424453951,5000
5519424631071,5524425290007,5000
5524445591549,5529445916644,5000
5529446029508,5534446396440,5000
5534466590286,5539467261798,5000
5539467415521,5544467863817,5000
5544488470011,5549489327928,5000
5549489539410,5554490364357,5000
5554510727223,5559511215387,5000
5559511362824,5564512402733,5001
5564533227256,5569533946792,5000
5569534137181,5574534768776,5000
5574555028627,5579555418350,5000
5579555544135,5584556154127,5000
5584576382969,5589576656100,5000
5589576735510,5594577390663,5000
5594597653309,5599598489687,5000
5599598686990,5604598973554,5000
5604619538618,5609620360852,5000
5609620561159,5614621400486,5000
5614641679617,5619641959279,5000
5619642067535,5624642349689,5000
5624662537119,5629662868979,5000
5629662964383,5634663245933,5000
5634683717202,5639684344375,5000
5639684490624,5644684948474,5000
5644705641423,5649705923733,5000
5649706022489,5654706788986,5000
5654727474672,5659727958419,5000
5659728078058,5664728369569,5000
5664748619651,5669749173388,5000
5669749320824,5674749936897,5000
5674770475218,5679771309026,5000
5679771503955,5684772336820,5000
5684792954761,5689793780397,5000
5689793984266,5694794749801,5000
5694815309634,5699815837599,5000
5699816044750,5704816822152,5000
5704837457486,5709837909174,5000
5709838049766,5714838485909,5000
5714858752757,5719859556507,5000
5719859778605,5724860411339,5000
5724880651159,5729880925281,5000
5729881025015,5734881795320,5000
5734902054208,5739902343954,5000
5739902427066,5744903095101,5000
5744923368307,5749923646855,5000
5749923719281,5754924281130,5000
5754944549937,5759944847176,5000
5759944933850,5764945377358,5000
5764965637295,5769966095000,5000
5769966312489,5774966640236,5000
5774986868326,5779987561714,5000
5779987716694,5784988070177,5000
5785008279061,5790008780695,5000
5790008932532,5795009716971,5000
5795030081674,5800030720716,5000
5800030874229,5805031527882,5000
5805051817575,5810052440649,5000
5810052602892,5815053247559,5000
5815073478376,5820073897743,5000
5820073974919,5825074901769,5000
5825095124834,5830095906073,5000
5830096169308,5835096787962,5000
5835117433852,5840118308626,5000
5840118489936,5845118995322,5000
5845139452429,5850139917801,5000
5850140098483,5855140883039,5000
5855161170081,5860161775428,5000
5860161951709,5865162521929,5000
5865182833696,5870183196208,5000
5870202495963,5875202935444,5000
5875223226539,5880223539678,5000
5880223626701,5885223917911,5000
5885244108433,5890244475422,5000
5890244575575,5895244897586,5000
5895265086781,5900265502589,5000
5900265639759,5905265971126,5000
5905286429424,5910286713994,5000
5910286786909,5915287179453,5000
5915307703263,5920308042654,5000
5920308142388,5925308439450,5000
5925328892371,5930329396580,5000
5930329505184,5935329862579,5000
5935350114356,5940350359718,5000
5940350430189,5945350951141,5000
5945371438635,5950372140053,5000
5950372299642,5955372822116,5000
5955393332170,5960393636378,5000
5960393732970,5965394401746,5000
5965414958734,5970415740854,5000
5970415945142,5975416597485,5000
5975437296742,5980437790113,5000
5980437945372,5985438440827,5000
5985458797998,5990459578117,5000
5990459778425,5995460591008,5000
5995481104905,6000481426206,5000
6000481533693,6005481983490,5000
6005502488238,6010503163750,5000
6010503357911,6015503777786,5000
6015524354193,6020524989237,5000
6020525182909,6025525872972,5000
6025546551070,6030547123223,5000
6030547261650,6035547709817,5000
6035568237475,6040568878319,5000
6040569090778,6045569547151,5000
6045589810107,6050590136905,5000
6050590217014,6055590751782,5000
6055611277624,6060612232055,5000
6060612387733,6065613347032,5000
6065633621863,6070634551808,5000
6070634737309,6075635052762,5000
6075655509950,6080656424069,5000
6080656585475,6085657123541,5000
6085677446354,6090677742884,5000
6090677845552,6095678196048,5000
6095698424015,6100699082770,5000
6100699233280,6105699667260,5000
6105720087014,6110721059034,5000
6110721272821,6115721571468,5000
6115742069585,6120742518647,5000
6120742665036,6125743139914,5000
6125763709271,6130764472153,5000
6130764627412,6135764929727,5000
6135785213011,6140785871844,5000
6140786060907,6145786842007,5000
6145807267070,6150807767447,5000
6150807877728,6155808405175,5000
6155828673304,6160829437208,5000
6160829590791,6165829952027,5000
6165850424095,6170851154347,5000
6170851312610,6175851828417,5000
6175872330029,6180873370530,5001
6180873583898,6185874023796,5000
6185894265316,6190894575766,5000
6190894672987,6195895115058,5000
6195915339117,6200915968823,5000
6200916176953,6205916946241,5000
6205937251109,6210937569184,5000
6210937664449,6215938372491,5000
6215958663669,6220959041395,5000
6220959132050,6225959786177,5000
6225980305810,6230980606362,5000
6230980691779,6235981488107,5000
6236002112503,6241002425279,5000
6241002516842,6246003168877,5000
6246023485618,6251024071478,5000
6251024237492,6256025257455,5001
6256045563371,6261045818177,5000
6261045893537,6266046245736,5000
6266066502973,6271067181229,5000
6271067337606,6276068230939,5000
6276088452836,6281088967797,5000
6281089150085,6286089954784,5000
6286110339414,6291111151548,5000
6291111340541,6296111752651,5000
6296131990473,6301132517086,5000
6301132629602,6306133448815,5000
6306153983605,6311154647730,5000
6311154800056,6316155525044,5000
6316176107956,6321176745671,5000
6321176931172,6326177536650,5000
6326197895369,6331198688752,5000
6331198862939,6336199333401,5000
6336219575065,6341219854748,5000
6341219959092,6346220271071,5000
6346240467058,6351240791777,5000
6351240886203,6356241466503,5000
6356261960507,6361262753853,5000
6361262954579,6366263930870,5000
6366284418169,6371284872696,5000
6371285043460,6376285627293,5000
6376306139316,6381306464759,5000
6381306582583,6386306917551,5000
6386327253154,6391327700524,5000
6391327902368,6396328220068,5000
6396348409561,6401348729173,5000
6401348844412,6406349483717,5000
6406370119083,6411370896421,5000
6411371151904,6416371937789,5000
6416392258445,6421392624114,5000
6421392774764,6426393068590,5000
6426413246908,6431413695180,5000
6431413844153,6436414488426,5000
6436435321306,6441435966371,5000
6441436168215,6446436676413,5000
6446456972067,6451457285848,5000
6451457380205,6456458055721,5000
6456478434069,6461478971181,5000
6461479145368,6466479941478,5000
6466500339102,6471500727915,5000
6471500881009,6476501687711,5000
6476522158599,6481522935849,5000
6481523159833,6486523506458,5000
6486543988312,6491544441399,5000
6491544590582,6496545284994,5000
6496565867770,6501566333192,5000
6501566436139,6506567100492,5000
6506587671186,6511588190358,5000
6511588294912,6516588726313,5000
6516609303641,6521609974691,5000
6521610162008,6526610924432,5000
6526631325060,6531631620470,5000
6531631721950,6536632043221,5000
6536652240678,6541653280715,5001
6541653450431,6546654408283,5000
6546674692345,6551675069897,5000
6551675173962,6556675939018,5000
6556696269246,6561696563863,5000
6561696661572,6566696950014,5000
6566717139847,6571717454182,5000
6571717546440,6576717989712,5000
6576738244091,6581739069804,5000
6581739232250,6586739589529,5000
6586759819548,6591760448190,5000
6591760603024,6596760904270,5000
6596781147992,6601781688650,5000
6601781920517,6606782502987,5000
6606802796030,6611803123624,5000
6611803223425,6616803850296,5000
6616824403295,6621825211684,5000
6621825371337,6626826219097,5000
6626846546529,6631847350123,5000
6631847516620,6636848198714,5000
6636868473080,6641869531339,5001
6641869677374,6646870167826,5000
6646890719608,6651891227429,5000
6651891425913,6656891728502,5000
6656912308164,6661912941950,5000
6661913127933,6666913661357,5000
6666933991633,6671934325442,5000
6671934401707,6676934862452,5000
6676955118012,6681955389868,5000
6681955475701,6686955904075,5000
6686976445362,6691976748582,5000
6691976826523,6696977135518,5000
6696997321192,6701997739317,5000
6701997844077,6706998276820,5000
6707018474308,6712019140608,5000
6712019295583,6717019583134,5000
6717039792436,6722040316450,5000
6722040429381,6727040802017,5000
6727061040384,6732061797728,5000
6732061953331,6737062621918,5000
6737083101663,6742083607245,5000
6742083752513,6747084387353,5000
6747104658916,6752105326837,5000
6752105526649,6757106114212,5000
6757126404502,6762126733608,5000
6762126838857,6767127567660,5000
6767148262126,6772149192623,5000
6772149397255,6777150063945,5000
6777170602259,6782171215982,5000
6782171373960,6787172060132,5000
6787192480984,6792193327875,5000
6792193522799,6797194364804,5000
6797214644588,6802215387623,5000
6802215541132,6807216376474,5000
6807236632103,6812236967779,5000
6812237099009,6817237445605,5000
6817257664787,6822257964887,5000
6822258061267,6827258559997,5000
6827279030543,6832279659032,5000
6832279773989,6837280408815,5000
6837300986646,6842301774886,5000
6842301961779,6847302274367,5000
6847322802619,6852323201623,5000
6852323304568,6857324126604,5000
6857344448696,6862344868035,5000
6862345043055,6867345337997,5000
6867365564835,6872365993992,5000
6872366192688,6877366514958,5000
6877387081718,6882387585047,5000
6882387750848,6887388469444,5000
6887408977336,6892409803429,5000
6892410064283,6897410834922,5000
6897431053682,6902431873342,5000
6902432108705,6907432560914,5000
6907452840374,6912453283409,5000
6912453409261,6917453939069,5000
6917474562571,6922475522344,5000
6922475674177,6927476103734,5000
6927496630165,6932497100725,5000
6932497264362,6937497966788,5000
6937518328054,6942519147384,5000
6942519412290,6947520259394,5000
6947540827186,6952541621533,5000
6952541836712,6957542397124,5000
6957562666703,6962563425628,5000
6962563620274,6967564157258,5000
6967584652569,6972584985278,5000
6972585106452,6977585395578,5000
6977605639260,6982606236096,5000
6982606386044,6987606682266,5000
6987626908565,6992627677235,5000
6992627883405,6997628196889,5000
6997648652690,7002649309960,5000
7002649471572,7007650500972,5001
7007670780851,7012671243509,5000
7012671449400,7017671732152,5000
7017691914190,7022692223970,5000
7022692310712,7027692948662,5000
7027713490667,7032713792528,5000
7032713877384,7037714422685,5000
7037734651948,7042734939924,5000
7042735034349,7047735770315,5000
7047756108466,7052756476326,5000
7052756557760,7057756868017,5000
7057777315754,7062777780580,5000
7062777949805,7067778738136,5000
7067799295738,7072799918963,5000
7072800103064,7077800552583,5000
7077821080299,7082821382228,5000
7082821491529,7087822302643,5000
7087842881348,7092843282816,5000
7092843381083,7097844051051,5000
7097864550562,7102865407522,5000
7102865640302,7107866342793,5000
7107886857325,7112887212512,5000
7112887311197,7117888150808,5000
7117908704666,7122909027874,5000
7122909258769,7127910109899,5000
7127930463947,7132931320516,5000
7132931491556,7137932189358,5000
7137952460719,7142953328772,5000
7142953510219,7147954326699,5000
7147974807379,7152975441121,5000
7152975593514,7157976161564,5000
7157996402764,7162997062750,5000
7162997240984,7167997519725,5000
7168017712040,7173018335040,5000
7173018488132,7178018791685,5000
7178039242068,7183040140320,5000
7183040311850,7188041049113,5000
7188061299336,7193061822738,5000
7193061915836,7198062715094,5000
7198083029225,7203083365068,5000
7203083460331,7208084072300,5000
7208104718112,7213105215022,5000
7213105362317,7218106031977,5000
7218126595101,7223127581382,5000
7223127732588,7228128220504,5000
7228148519564,7233148822980,5000
7233148911119,7238149472472,5000
7238170066684,7243170852097,5000
7243171096052,7248171405291,5000
7248191678377,7253192377121,5000
7253192569603,7258193036538,5000
