start_ns,end_ns,latency_ms
7258213569996,7263214256641,5000
7263214404216,7268214792484,5000
7268235092188,7273235398583,5000
7273235483929,7278235801754,5000
7278256086655,7283256397189,5000
7283256472478,7288256929644,5000
7288277188358,7293277436802,5000
7293277494840,7298277830054,5000
7298298041629,7303298297738,5000
7303298357382,7308298615534,5000
7308318783462,7313319031363,5000
7313319091706,7318319369230,5000
7318339530037,7323339778794,5000
7323339849543,7328340131057,5000
7328360309398,7333360573730,5000
7333360654815,7338360913204,5000
7338381088196,7343381353630,5000
7343381415160,7348381686167,5000
7348401857530,7353402156387,5000
7353402221688,7358402480503,5000
7358422635108,7363423310921,5000
7363423381321,7368423627789,5000
7368443777158,7373444014794,5000
7373444090013,7378444350449,5000
7378464522031,7383464783964,5000
7383464867983,7388465093832,5000
7388485274707,7393485524814,5000
7393485594376,7398485843941,5000
7398505990526,7403506216501,5000
7403506280895,7408506890658,5000
7408527055754,7413527310173,5000
7413527378967,7418527635973,5000
7418547792552,7423548085388,5000
7423548156417,7428548432767,5000
7428568644034,7433569225796,5000
7433569321059,7438569963503,5000
7438590760882,7443590974836,5000
7443591064024,7448591314349,5000
7448611478129,7453611695191,5000
7453611761471,7458612000440,5000
7458632162686,7463632350436,5000
7463632429427,7468632631046,5000
7468652798882,7473653030572,5000
7473653097270,7478653686023,5000
7478673846319,7483674121237,5000
7483674191358,7488674417206,5000
7488694572685,7493694794997,5000
7493694857924,7498695467878,5000
7498715674065,7503715925753,5000
7503715999226,7508716260289,5000
7508736694231,7513736950629,5000
7513737033181,7518737303838,5000
7518757714874,7523757963050,5000
7523758047838,7528758305447,5000
7528778502422,7533778747673,5000
7533778810809,7538779105997,5000
7538799270706,7543799540259,5000
7543799603187,7548799891032,5000
7548820040798,7553820314318,5000
7553820379620,7558820650266,5000
7558840800593,7563841056559,5000
7563841135759,7568841417410,5000
7568861601403,7573861838337,5000
7573861906014,7578862139923,5000
7578882299543,7583882562763,5000
7583882632884,7588882859969,5000
7588903033490,7593903260826,5000
7593903329481,7598903586678,5000
7598923759223,7603924045930,5000
7603924123035,7608924372690,5000
7608944546005,7613944804701,5000
7613944881248,7618945156735,5000
7618965321950,7623965615763,5000
7623965690145,7628965923429,5000
7628986054634,7633986331592,5000
7633986408418,7638986688888,5000
7639006847891,7644007106449,5000
7644007170424,7649007449182,5000
7649027608187,7654027896666,5000
7654027968114,7659028202058,5000
7659048362602,7664048629590,5000
7664048693007,7669049481649,5000
7669069742137,7674070021988,5000
7674070106287,7679070370217,5000
7679090543335,7684090817812,5000
7684090897502,7689091317806,5000
7689111868909,7694112209103,5000
7694112349205,7699112645183,5000
7699132859301,7704133432893,5000
7704133600303,7709134280603,5000
7709154519447,7714154780756,5000
7714154849410,7719155119855,5000
7719175291583,7724175935945,5000
7724176194009,7729176787090,5000
7729197415165,7734197713426,5000
7734197806874,7739198261908,5000
7739218476172,7744218761190,5000
7744218853520,7749219192710,5000
7749239764006,7754240736704,5000
7754242983719,7759243254968,5000
7759263451706,7764263780056,5000
7764263875460,7769264242122,5000
7769284910710,7774285222793,5000
7774285280901,7779285566269,5000
7779305718659,7784306029343,5000
7784306105750,7789306399074,5000
7789326555727,7794326846986,5000
7794326923532,7799327207137,5000
7799347364140,7804347638412,5000
7804347730953,7809348043523,5000
7809368215334,7814368537216,5000
7814368621725,7819369310228,5000
7819389578841,7824389845730,5000
7824389929330,7829390278791,5000
7829410487830,7834410784158,5000
7834410869435,7839411154813,5000
7839431303720,7844431627316,5000
7844431704980,7849432057712,5000
7849452222614,7854452781530,5000
7854452928826,7859453227102,5000
7859473427275,7864473730030,5000
7864473795401,7869474119813,5000
7869494289047,7874494569185,5000
7874494635534,7879494922590,5000
7879515070035,7884515425747,5000
7884515508789,7889515824832,5000
7889535993300,7894536307737,5000
7894536392525,7899536891342,5000
7899557112751,7904557454421,5000
7904557554225,7909557838690,5000
7909578049904,7914578372078,5000
7914578444155,7919578747465,5000
7919598919498,7924599259955,5000
7924599325257,7929599616537,5000
7929619783333,7934620136272,5000
7934620206113,7939620515040,5000
7939640668776,7944640964350,5000
7944641050604,7949641607510,5000
7949661976011,7954662285104,5000
7954662349009,7959662675404,5000
7959682848210,7964683159362,5000
7964683233604,7969683523435,5000
7969703679270,7974704133348,5000
7974704291260,7979704569665,5000
7979724717120,7984725406450,5000
7984725589645,7989726130957,5000
7989746307606,7994746603120,5000
7994746668422,7999747377372,5000
7999767566455,8004767851019,5000
8004767909267,8009768233753,5000
8009788449097,8014788840252,5000
8014789183175,8019789497543,5000
8019809718126,8024810028761,5000
8024810093574,8029810559364,5000
8029830819618,8034832227540,5001
8034832296684,8039832591014,5000
8039852754328,8044853067899,5000
8044853136344,8049853828141,5000
8049874072124,8054874560364,5000
8054874797896,8059875104578,5000
8059895256929,8064895542689,5000
8064895607084,8069895921438,5000
8069916122609,8074916466186,5000
8074916548319,8079916874672,5000
8079937074587,8084937373727,5000
8084937447829,8089937739522,5000
8089957898370,8094958222355,5000
8094958310076,8099958607543,5000
8099978837002,8104981465950,5002
8104981634409,8109981940022,5000
8110002113818,8115002532735,5000
8115002658032,8120002944339,5000
8120023112898,8125023551968,5000
8125024370235,8130024676903,5000
8130044845602,8135045190282,5000
8135045546685,8140045858904,5000
8140066096678,8145066421135,5000
8145066485040,8150066839125,5000
8150087025775,8155087335944,5000
8155087393494,8160087848248,5000
8160108207128,8165108639126,5000
8165108826023,8170109590898,5000
8170131180321,8175131469864,5000
8175131531395,8180132096683,5000
8180152413240,8185152721101,5000
8185152791641,8190153369169,5000
8190173668406,8195174031318,5000
8195174105560,8200174443405,5000
8200194611131,8205194925026,5000
8205194987465,8210195249054,5000
8210217070774,8215217445512,5000
8215217545246,8220217849796,5000
8220238009631,8225238302382,5000
8225238382141,8230238679504,5000
8230258855892,8235259176862,5000
8235259231479,8240259560552,5000
8240279722693,8245280057075,5000
8245280133551,8250280690309,5000
8250301021538,8255301403410,5000
8255301476465,8260301822717,5000
8260322029208,8265322367496,5000
8265322445230,8270322715628,5000
8270342906196,8275343205924,5000
8275343262147,8280343545737,5000
8280364229389,8285364605096,5000
8285364720893,8290365048403,5000
8290385219976,8295385545245,5000
8295385622350,8300388347726,5002
8300408624202,8305409209059,5000
8305409464051,8310409761990,5000
8310429923226,8315431024966,5001
8315431110592,8320431413541,5000
8320453108086,8325453396359,5000
8325453453070,8330453748177,5000
8330475628711,8335476157078,5000
8335476332591,8340476631447,5000
8340496820831,8345497172405,5000
8345497237288,8350497796210,5000
8350518726547,8355519098629,5000
8355519204579,8360519473839,5000
8360541248005,8365541587233,5000
8365541698282,8370542089737,5000
8370562294278,8375562698079,5000
8375562783077,8380563629520,5000
8380583872824,8385584173087,5000
8385584235106,8390584534445,5000
8390604693799,8395605168213,5000
8395605230722,8400605509491,5000
8400625660395,8405625967432,5000
8405626056829,8410626569112,5000
8410647219386,8415647778792,5000
8415648093220,8420648581088,5000
8420670080220,8425670374397,5000
8425670437394,8430670754527,5000
8430690956906,8435691227853,5000
8435691290780,8440691594251,5000
8440711750046,8445712102034,5000
8445712182841,8450712494298,5000
8450732654214,8455732965229,5000
8455733046665,8460733366386,5000
8460753591674,8465754095824,5000
8465754709664,8470755052803,5000
8470775225850,8475775673587,5000
8475775795252,8480776103629,5000
8480796265361,8485796566379,5000
8483172980366,8488173240058,5000
8485796628399,8490797337057,5000
8488173363050,8493173666087,5000
8490817501933,8495817901934,5000
8493193849052,8498194164913,5000
8495817993357,8500818383412,5000
8498194233428,8503194533617,5000
8500838556320,8505838843192,5000
8503214700729,8508215588190,5000
8505838907865,8510839215452,5000
8508215760839,8513216074731,5000
8510859382075,8515859938130,5000
8513236226617,8518236550468,5000
8515860135224,8520860480118,5000
8518236626246,8523236918569,5000
8520880641014,8525880951447,5000
8523257051808,8528257596929,5000
8525881023175,8530881761848,5000
8528257868683,8533258166953,5000
8530901991469,8535902226064,5000
8533278352504,8538279128112,5000
8535902282217,8540902578871,5000
8538279267307,8543279543865,5000
8540923035338,8545923613913,5000
8543299689187,8548299981079,5000
8545923788308,8550924176742,5000
8548300060350,8553300363176,5000
8550944331004,8555944633082,5000
8553320523933,8558321082977,5000
8555944707044,8560944990442,5000
8558321198915,8563321589607,5000
8560966074788,8565966408929,5000
8563345153130,8568345452996,5000
8565966478142,8570966780193,5000
8568345510685,8573345807096,5000
8570986938366,8575987256029,5000
8573365965409,8578366587320,5000
8575987327616,8580987610184,5000
8578366812979,8583367112466,5000
8581010219668,8586010684978,5000
8583387263935,8588387552353,5000
8586010857976,8591011378707,5000
8588387612208,8593387910439,5000
8591031555948,8596031818020,5000
8593408049058,8598408377915,5000
8596031889817,8601032208426,5000
8598408439446,8603408746477,5000
8601052375680,8606052666108,5000
8603428951376,8608429245172,5000
8606052725753,8611053032697,5000
8608429314385,8613429639714,5000
8611073189405,8616073808872,5000
8613449798867,8618450092573,5000
8616073955817,8621075627209,5001
8618450151240,8623452858404,5002
8621095796535,8626096099338,5000
8623473094150,8628473382733,5000
8626096164639,8631096459768,5000
8628473444752,8633473763932,5000
8631116650121,8636117015307,5000
8633495043247,8638495376958,5000
8636117088919,8641117611736,5000
8638495449104,8643496943570,5001
8641137791546,8646138311635,5000
8643517189172,8648517667375,5000
8646139783815,8651140145146,5000
8648517816416,8653518161978,5000
8651160303100,8656160646957,5000
8653538595037,8658539138305,5000
8656160711909,8661161762957,5001
8658539377581,8663539708440,5000
8661182028191,8666182324794,5000
8663560279578,8668560573677,5000
8666182391981,8671185141725,5002
8668560639467,8673561026983,5000
8671206829975,8676207212563,5000
8673581228177,8678581751709,5000
8676207278283,8681207794509,5000
8678581920445,8683582269405,5000
8681228843298,8686229428767,5000
8683602449092,8688603031698,5000
8686229493090,8691229790488,5000
8688603236053,8693603528141,5000
8691249887834,8696251440857,5001
8693623692606,8698623983177,5000
8696251578444,8701251866728,5000
8698624068942,8703624439005,5000
8701272101386,8706272410356,5000
8703644647613,8708644978785,5000
8706272478591,8711273055478,5000
8708646468777,8713646762309,5000
8711293266254,8716293607291,5000
8713667015270,8718667451001,5000
8716293675526,8721293976263,5000
8718667604162,8723667911173,5000
8721314230973,8726315962682,5001
8723688051902,8728688359255,5000
8726316145526,8731316449602,5000
8728688420786,8733688724077,5000
8731336609401,8736336894118,5000
8733708876333,8738709172765,5000
8736336956417,8741337308234,5000
8738709241280,8743709558296,5000
8741357466499,8746357773529,5000
8743729781863,8748730081397,5000
8746357847211,8751358180545,5000
8748730147397,8753730421272,5000
8751378335391,8756378637269,5000
8753750577655,8758750878459,5000
8756378704666,8761378983881,5000
8758750944319,8763753516534,5002
8761399124972,8766399425384,5000
8763773704419,8768774012694,5000
8766399486914,8771399766403,5000
8768774083094,8773774384691,5000
8771419925306,8776420290098,5000
8773794546458,8778795067173,5000
8776420370136,8781420710646,5000
8778795205808,8783795527146,5000
8781440870949,8786441246678,5000
8783815702466,8788815988622,5000
8786441302551,8791441619837,5000
8788816057276,8793816371940,5000
8791461815552,8796462174896,5000
8793836524564,8798836824433,5000
8796462286502,8801462818781,5000
8798836891620,8803837202530,5000
8801483046207,8806483807360,5000
8803857360465,8808857679969,5000
8806484166973,8811484459492,5000
8808857754350,8813861410171,5003
8811504658635,8816504960303,5000
8813881584940,8818883088251,5001
8816505028887,8821505546777,5000
8818883177857,8823883685363,5000
8821525799281,8826526929950,5001
8823903935493,8828904282773,5000
8826527101061,8831527663350,5000
8828904370005,8833904696807,5000
8831547851324,8836548212943,5000
8833924861874,8838925414876,5000
8836548291025,8841548607648,5000
8838925800749,8843926106283,5000
8841568794297,8846569304080,5000
8843946306622,8848946669403,5000
8846569499705,8851569873061,5000
8848946739035,8853947095433,5000
8851590049796,8856590779106,5000
8853967325806,8858967666950,5000
8856590932198,8861591238657,5000
8858967751458,8863968113450,5000
8861611405617,8866611711343,5000
8863988299756,8868988623650,5000
8866611778112,8871612085197,5000
8868988726736,8873989018952,5000
8871632250762,8876632545376,5000
8874009171039,8879009527886,5000
8876632613052,8881632938771,5000
8879009623080,8884009916886,5000
8881653131158,8886655353651,5002
8884030111298,8889030411063,5000
8886655489981,8891655777750,5000
8889031833731,8894032218092,5000
8891675949955,8896676238021,5000
8894052432132,8899052928745,5000
8896676296688,8901676582044,5000
8899053010669,8904053300144,5000
8901696780862,8906697352230,5000
8904073464740,8909073793128,5000
8906697578377,8911697863893,5000
8909073865134,8914074179701,5000
8911718052865,8916718355569,5000
8914094345276,8919094647905,5000
8916718420941,8921718755285,5000
8919094720540,8924095027012,5000
8921738916183,8926739237329,5000
8924115209072,8929115494521,5000
8926739310383,8931739669450,5000
8929115552280,8934116406094,5000
8931759841665,8936760160568,5000
8934137223085,8939137523680,5000
8936760225800,8941760758061,5000
8939137667134,8944138144768,5000
8941783203266,8946783496171,5000
8944158397652,8949158907681,5000
8946783562311,8951783850802,5000
8949159094367,8954159596279,5000
8951803995434,8956804327561,5000
8954179841273,8959180201182,5000
8956804395727,8961804721271,5000
8959180296027,8964180580138,5000
8961824909694,8966825256031,5000
8964200737134,8969203079520,5002
8966825346476,8971825635938,5000
8969203278079,8974203616062,5000
8971845836307,8976846352239,5000
8974225299025,8979225610861,5000
8976846504354,8981847291522,5000
8979225677071,8984225975607,5000
8981867536312,8986867951335,5000
8984246153141,8989246444173,5000
8986868114555,8991868516833,5000
8989246519672,8994246916130,5000
8991888674882,8996888971735,5000
8994267045055,8999267390912,5000
8996889060015,9001889424156,5000
8999267463897,9004267759289,5000
9001909590379,9006909854119,5000
9004288561767,9009288851880,5000
9006909918513,9011910441601,5000
9009288914458,9014289494090,5000
9011930982385,9016931234584,5000
9014309752994,9019310058593,5000
9016931299886,9021931647580,5000
9019310116352,9024310411495,5000
9021951814155,9026952125553,5000
9024330576186,9029330945521,5000
9026952188481,9031952787154,5000
9029331107134,9034331382619,5000
9031973166957,9036973478250,5000
9034351672816,9039351977440,5000
9036973551514,9041973858210,5000
9039352054685,9044352346052,5000
9041994081012,9046994612261,5000
9044372561171,9049372871895,5000
9046994829328,9051995159163,5000
9049372932937,9054373224323,5000
9052015322322,9057015618502,5000
9054393374492,9059393660088,5000
9057015680800,9062015973213,5000
9059393722107,9064394064628,5000
9062036136304,9067036512600,5000
9064414292811,9069414580229,5000
9067036592778,9072036895183,5000
9069414641760,9074415216366,5000
9072057044097,9077057352997,5000
9074435602183,9079435885130,5000
9077057425632,9082057704426,5000
9079435956857,9084436268994,5000
9082077856695,9087078409193,5000
9084456432297,9089456729203,5000
9087078540914,9092078850427,5000
9089456791711,9094457077852,5000
9092099046627,9097099386233,5000
9094477231590,9099477515347,5000
9097099449998,9102099755022,5000
9099477584979,9104477866838,5000
9102119967567,9107120239961,5000
9104498046279,9109498324563,5000
9107120308546,9112120639452,5000
9109498388957,9114499091791,5000
9112140796475,9117141107880,5000
9114519359862,9119519652151,5000
9117141173670,9122141473602,5000
9119519716266,9124520025507,5000
9122161642150,9127161930049,5000
9124540230442,9129540522132,5000
9127161982570,9132162289652,5000
9129540593021,9134540876726,5000
9132182451357,9137183029052,5000
9134561037174,9139561846760,5000
9137183202399,9142183499933,5000
9139561937833,9144562234337,5000
9142203654726,9147203952931,5000
9144582905677,9149583279118,5000
9147204033878,9152204337641,5000
9149583382902,9154583678858,5000
9152224496136,9157224812370,5000
9154603843640,9159606103088,5002
9157224873830,9162225501315,5000
9159606194650,9164606430547,5000
9162245715894,9167246029127,5000
9164626592187,9169626881267,5000
9167246096384,9172246400222,5000
9169626947058,9174627262501,5000
9172266559279,9177266872926,5000
9174647446282,9179647958639,5000
9177266933479,9182267271251,5000
9179648225993,9184648770507,5000
9182287438481,9187287742339,5000
9184669086010,9189669620774,5000
9187287802403,9192288167958,5000
9189669844826,9194670329330,5000
9192308339030,9197308627017,5000
9194690765521,9199691332811,5000
9197308692808,9202308988640,5000
9199691566222,9204691845858,5000
9202329213282,9207329780610,5000
9204712070710,9209712377745,5000
9207330217190,9212330516906,5000
9209712446469,9214712735366,5000
9212350675339,9217351017747,5000
9214732892472,9219733260168,5000
9217351098624,9222351401798,5000
9219733367794,9224733664966,5000
9222371570360,9227371873062,5000
9224753839884,9229754351695,5000
9227371945417,9232372429651,5000
9229754455060,9234754734242,5000
9232392649687,9237392949413,5000
9234774941777,9239775491048,5000
9237393019045,9242393355518,5000
9239776459401,9244776764378,5000
9242413522406,9247413818521,5000
9244796938809,9249797257832,5000
9247413883054,9252414206206,5000
9249797340664,9254797633156,5000
9252434426454,9257434736902,5000
9254817789150,9259818280975,5000
9257434809886,9262435142339,5000
9259818740603,9264819088629,5000
9262455341706,9267455700214,5000
9264839361888,9269839638610,5000
9267455771592,9272456076884,5000
9269839704401,9274840167741,5000
9272476234905,9277476530909,5000
9274861249138,9279861758645,5000
9277476590065,9282476879085,5000
9279861931712,9284862473205,5000
9282497049190,9287497370405,5000
9284882714549,9288137604312,3254
9288137687563,9288137701811,0
9287497444367,9292497972381,5000
9292518221827,9297518524737,5000
9297518586267,9302518896435,5000
9302539049152,9307539350583,5000
9307539416793,9312539710673,5000
9312559869676,9317560225916,5000
9317560294011,9322560587103,5000
9322581309380,9327581593101,5000
9327581672441,9332581939457,5000
9332602547405,9337602831168,5000
9337602897937,9342603178402,5000
9342623334336,9347623715077,5000
9347623935497,9352624234436,5000
9352644396796,9357644863964,5000
9357645100727,9362645402071,5000
9362665577422,9367665926027,5000
9367666013329,9372666559773,5000
9372686847151,9377687306060,5000
9377687516842,9382687822073,5000
9382708143256,9387708398665,5000
9387708474583,9392708802949,5000
9392729042138,9397729363283,5000
9397729441854,9402729755985,5000
9402749911645,9407750255917,5000
9407750416622,9412750870095,5000
10203847923395,10208848245580,5000
10208868455892,10213868777261,5000
10213868843960,10218869177574,5000
10218889335644,10223889648538,5000
10223889712932,10228890316109,5000
10224286669115,10229286996210,5000
10228910639495,10233911132973,5000
10229287074782,10234287422153,5000
10233911220624,10238911508928,5000
10234307625062,10239307946682,5000
10238931677126,10243931981166,5000
10239308028537,10244308406401,5000
10243932064697,10248932379583,5000
10244328553716,10249328878592,5000
10248952543731,10253952868835,5000
10249328948154,10254329342962,5000
10253952933229,10258953491974,5000
10254349509763,10259349822807,5000
10258973735322,10263974061096,5000
10259349872954,10264350545144,5000
10263974124094,10268974449958,5000
10264370810143,10269371142434,5000
10268994673331,10273995040422,5000
10269371204873,10274378229349,5007
10273996975108,10278997351717,5000
10274399589956,10279400294334,5000
10479108554870,10484108979500,5000
10484109725689,10489110281216,5000
10489130454655,10494130806187,5000
10494130867228,10499131510083,5000
10499151761326,10504152442117,5000
10504152663167,10509153243399,5000
10504967850808,10509968307771,5000
10504970263700,10509970755724,5000
10693340522399,10698340856140,5000
10693341759980,10698342083804,5000
10693354481157,10698354799255,5000
10698340953219,10703341258135,5000
10698354849261,10703355166261,5000
10698362213081,10703362545237,5000
10703361415420,10708361732086,5000
10703362600202,10708362903040,5000
10703375296937,10708375631275,5000
10708361801229,10713362138856,5000
10708375687147,10713375991951,5000
10708383039933,10713383336846,5000
10713382296495,10718382605844,5000
10713383378262,10718383663795,5000
10713396135901,10718396443645,5000
10718382671075,10723383046773,5000
10718396492184,10723396838829,5000
10718403789588,10723404148875,5000
10723403227253,10728403547215,5000
10723404205237,10728404490278,5000
10723417021475,10728417344930,5000
10728403615101,10733403936170,5000
10728417397451,10733417723340,5000
10728424616215,10733424927788,5000
10733424085017,10738424449934,5000
10733424976816,10738425266096,5000
10733437874422,10738438237455,5000
10738424547292,10743424897664,5000
10738438302826,10743438633154,5000
10738445426677,10743445771114,5000
10743445066908,10748445427594,5000
10743445826009,10748446323724,5000
10743458765801,10748459139410,5000
10748445556241,10753445909426,5000
10748459204292,10753459578640,5000
10748466482214,10753466842874,5000
10753466049690,10758466357238,5000
10753466904334,10758467224664,5000
10753479730916,10758480029038,5000
10758466421702,10763466731099,5000
10758480086657,10763480413096,5000
10758490119389,10763490415729,5000
10763486884077,10768487213130,5000
10763490459100,10768490760985,5000
10763500558741,10768500911052,5000
10768487285765,10773487588512,5000
10768500980265,10773501288880,5000
10768510898809,10773511223838,5000
10773507742960,10778508094059,5000
10773511280130,10778511635559,5000
10773521396535,10778521733736,5000
10778508178916,10783508541414,5000
10778521804275,10783522198413,5000
10778531793152,10783532170877,5000
10783528703199,10788529203856,5000
10783532241905,10788532594639,5000
10783542363341,10788542776348,5000
10788529309316,10793529687688,5000
10788542854151,10793543580054,5000
10788552749652,10793553157499,5000
10793549873642,10798550206761,5000
10793553217073,10798553517787,5000
10793563810706,10798564175953,5000
10798550280234,10803550615518,5000
10798564233852,10803564572419,5000
10798573658625,10803573976800,5000
10803570783526,10808571138501,5000
10803574044964,10808574357407,5000
10803584715214,10808585033315,5000
10808571211415,10813571526921,5000
10808585089746,10813585397082,5000
10808594493429,10813594808029,5000
10813591681034,10818592022928,5000
10813594858943,10818595174996,5000
10813605554058,10818605858170,5000
10818592093468,10823592418373,5000
10818605910061,10823606241533,5000
10818615313536,10823615610088,5000
10823612585619,10828613352669,5000
10823615660164,10828616028911,5000
10823626385592,10828626787444,5000
10828613503875,10833613873295,5000
10828626858123,10833627257156,5000
10828636192666,10833636607624,5000
10833634074487,10838635052754,5000
10833636690106,10838637104616,5000
10833647424266,10838647795894,5000
10838635253687,10843635566615,5000
10838647859799,10843648178176,5000
10838657267677,10843657579838,5000
10843655717245,10848656250418,5000
10843657632219,10848657960338,5000
10843668318120,10848668680881,5000
10848656349941,10853656692686,5000
10848668777192,10853669097519,5000
10848678116347,10853678446802,5000
10853676888367,10858677451069,5000
10853696886467,10858697626638,5000
10853716952803,10858717347819,5000
10858677597387,10863677934315,5000
10858717447971,10863718154851,5000
10858717876726,10863718394267,5000
10863698113307,10868698417011,5000
10863718482616,10868718813559,5000
10863738350046,10868738609753,5000
10868698494394,10873698872425,5000
10868738665067,10873738990719,5000
10868738976978,10873739270084,5000
10873719082988,10878719410466,5000
10873739319741,10878739638491,5000
10873759174254,10878759529811,5000
10878719488688,10883719898936,5000
10878759600700,10883759934824,5000
10878759787455,10883760113757,5000
10883740051184,10888740403121,5000
10883760167185,10888760508228,5000
10883780150907,10888780471209,5000
10888740508651,10893740900259,5000
10888780551177,10893780955777,5000
10888780667113,10893781065777,5000
10893761114319,10898761639811,5000
10893781135968,10898781519753,5000
10893801157895,10898801513467,5000
10898761732351,10903762141622,5000
10898801592178,10903801965343,5000
10898801704343,10903802131845,5000
10903782338993,10908782680650,5000
10903802403457,10908802759922,5000
10903822483705,10908822836539,5000
10908782777241,10913783757303,5000
10908822901841,10913823806198,5000
10908822918183,10913823806198,5000
10913804085350,10918804821583,5000
10913823999379,10918824379842,5000
10913844120347,10918844921884,5000
10918804965875,10923805336191,5000
10918844557732,10923844907587,5000
10918845023154,10923845510107,5000
10923826213542,10928826558555,5000
10923845014794,10928845605509,5000
10923865708672,10928866175281,5000
10928827528300,10933827892425,5000
10928865777605,10933867746473,5001
10928869228040,10933871850133,5002
10933850052133,10938850462814,5000
10933867840898,10938884280000,5016
10933892063995,10938892518190,5000
10938850542433,10943850942048,5000
10938894814290,10943895495577,5000
10938904408866,10943904902002,5000
10943871129512,10948871703278,5000
10943905760979,10948906192480,5000
10943915661042,10948916165946,5000
10948872216611,10953872635710,5000
10948916244588,10953916680172,5000
10948926408092,10953926745410,5000
10953892821221,10958893286656,5000
10953926812249,10958927272167,5000
10953936858211,10958937283559,5000
10958893396376,10963893738846,5000
10958937369324,10963937714520,5000
10958947523191,10963947909455,5000
10963913896773,10968917394694,5003
10963947993055,10968948540605,5000
10963957870980,10968958805452,5000
10968917482834,10973918293355,5000
10968958888633,10973959352534,5000
10968969509180,10973974750153,5005
10973942040076,10978942497568,5000
10973974850934,10978975371425,5000
10973979527993,10978979982135,5000
11019814303413,11026944576508,7130
11029969262857,11030033625027,64
11033056980091,11033118671741,61
11036141811863,11036203444779,61
11039227469119,11039289704279,62
11042313711326,11042376869231,63
11045400763163,11045462761844,61
11048488219478,11048549812942,61
11051573100144,11051636990900,63
11054660583404,11054722155081,61
11057746167216,11057807956660,61
11060832528388,11060894109287,61
11063917569375,11063978977279,61
11067002229751,11067063897188,61
11070087658686,11070149581884,61
11073173785150,11073237591551,63
11076262417334,11076323882796,61
11079347979038,11079409669809,61
11082434784846,11082498372929,63
11085522238036,11085563833226,41
11088587981837,11088653779983,65
11091679041045,11091741724339,62
11094770110331,11094835993547,65
11097861340411,11097923017713,61
11100946150624,11101010433709,64
11104034132420,11104095586234,61
11107118880581,11107180418765,61
11110203486003,11110265203751,61
11113290897038,11113353448764,62
11116378633481,11116435256935,56
11119458422482,11119524365637,65
11122549130426,11122610829603,61
11125634661463,11125698342809,63
11128725036991,11128786561637,61
11131811136006,11131872764299,61
11134897388615,11134959087310,61
11137982784214,11138044209691,61
11141068136733,11141134557615,66
11144159210039,11144220889184,61
11147244985680,11147307251843,62
11150331200844,11150398216501,67
11153421498525,11153484404158,62
11156511240418,11156573587392,62
11159599736281,11159661341191,61
11162684818375,11162738032265,53
11165761772408,11165823785894,62
11168847369459,11168908947835,61
11171933047045,11171994623257,61
11175018135734,11175079744983,61
11178105275043,11178166866344,61
11181190055395,11181251684901,61
11251924320107,11256925187374,5000
11251963074832,11256963954114,5000
11251983067359,11256983910673,5000
11256945384606,11261945764971,5000
11256984165734,11261984511388,5000
11256984372674,11261984701217,5000
11261945856254,11266946253549,5000
11261984754157,11266985110737,5000
11262004709110,11267005062408,5000
11266966429621,11271966765833,5000
11267005137627,11272005584539,5000
11267005292605,11272005697194,5000
11271966846011,11276967228904,5000
11272005796578,11277006321599,5000
11272025770180,11277026259583,5000
11276987449815,11281987743056,5000
11277026326072,11282026689994,5000
11277026526167,11282026863759,5000
11281987821698,11286988803179,5000
11282026909994,11287027378491,5000
11282046852448,11287047244679,5000
11287009135628,11292014386399,5005
11287047310959,11292047637211,5000
11287047558616,11292047875230,5000
11292014485364,11297014849838,5000
11292051277137,11297051608368,5000
11292067816778,11297068163793,5000
11297035022003,11302035344520,5000
11297068228606,11302069032541,5000
11297071765865,11302072114644,5000
11302035415898,11307035739760,5000
11302072165699,11307072475383,5000
11302089202960,11307089531503,5000
11307055916954,11312056238456,5000
11307089596316,11312089924314,5000
11307092622336,11312092936715,5000
11312056302570,11317056639521,5000
11312092991262,11317093345324,5000
11312110044728,11317110372671,5000
11317076809872,11322077227223,5000
11317110423655,11322110763133,5000
11317113490183,11322113829173,5000
11322077305515,11327077642628,5000
11322114405156,11327114802264,5000
11322130918748,11327131331990,5000
11327097801387,11332098315278,5000
11327131406372,11332131807820,5000
11327134968495,11332135294026,5000
11332098404396,11337098785946,5000
11332135368756,11337135733545,5000
11332151968604,11337152734144,5000
11337118976483,11342119306147,5000
11337152909585,11342153258527,5000
11337155898311,11342156229862,5000
11342119383462,11347119772217,5000
11342156279519,11347156675748,5000
11342173409814,11347173747307,5000
11347139958076,11352140523115,5000
11347173817009,11352174572366,5000
11347176846661,11352177279421,5000
11352140659026,11357141019850,5000
11352177340044,11357177653027,5000
11352195310043,11357195663256,5000
11357161185876,11362161558155,5000
11357195722831,11362196700287,5000
11357197799637,11362198224438,5000
11362161646364,11367162284250,5000
11362198295885,11367198683181,5000
11362216961438,11367217347546,5000
11367182526473,11372182905874,5000
11367217448257,11372217803004,5000
11367218867436,11372219236920,5000
11372182992896,11377183337722,5000
11372219299358,11377219607238,5000
11372237980276,11377238278519,5000
11377203514784,11382203895434,5000
11377238341376,11382238732643,5000
11377239750358,11382240121720,5000
11382203982526,11387204351646,5000
11382240188069,11387240541545,5000
11382258925141,11387259360611,5000
11387224541072,11392224858851,5000
11387259453500,11392259894341,5000
11387260705688,11392261177259,5000
