start_ns,end_ns,latency_ms,path
2183341229771,2183433563035,92,/tmp/observe_1773134742296955065.png
2211904665369,2211948636306,43,/tmp/observe_1773134770845368272.png
2237590916012,2237602780195,11,/tmp/observe_1773134796500049783.png
2246363995336,2246431830808,67,/tmp/observe_1773134805328599235.png
2272093916556,2272117644676,23,/tmp/observe_1773134831014940178.png
2287688707681,2287702301528,13,/tmp/observe_1773134846599747743.png
2316464617231,2316502749968,38,/tmp/observe_1773134875400041492.png
2324964069222,2324999435022,35,/tmp/observe_1773134883896770197.png
